"Dates","EUNW GY Equity","IUSS GY Equity","IUS7 GY Equity","IUSP GY Equity","IBCA GY Equity","IBCM GY Equity","IUSM GY Equity","IBCI GY Equity","EUN5 GY Equity","IS3N GY Equity","ICGA GY Equity","QDV5 GY Equity","CEBJ GR Equity","XMTW GY Equity","H4ZT GY Equity","XCS3 GT Equity","XCS4 GY Equity","XPQP GY Equity","XMBR GY Equity","D5BI GY Equity","XMLA GT Equity","IBC4 GY Equity","LTUR GY Equity","LYXGRE GY Equity","IBCJ GY Equity"
2024-11-05,92.828,5.838,80.82,40.161,141.11,189.82,158.62,228.8,120.17,33.115,4.5785,8.932,143.58,64.81,70.49,11.248,21.815,1.5422,41.96,5.06,33.7,35.83,40.515,1.542,18.23
2024-11-06,92.852,5.94,82.124,40.43,141.335,189.845,160.435,229.25,120.475,33.208,4.538,9.182,141.94,64.49,69.56,11.376,21.395,1.5352,43.025,5.188,34.41,35.45,42.43,1.539,18.3
2024-11-07,93.07,5.964,82.712,40.877,141.31,189.385,160.625,228.01,120.39,33.705,4.71,9.073,144.38,65.99,68.82,11.312,21.6,1.506,43.215,5.371,34.71,36.015,42.22,1.5396,19.062
2024-11-08,93.036,5.984,83.324,40.871,141.38,190.435,162.17,228.83,120.595,33.144,4.51,9.024,142.42,66.08,68.49,11.222,21.355,1.5004,42.23,5.281,33.915,35.305,43.085,1.5488,18.89
2024-11-11,93.114,6.037,83.934,40.747,141.525,191.165,162.855,229.27,121.035,33.178,4.5475,9.143,140.92,64.77,68.47,11.172,21.25,1.5044,42.88,5.228,34.085,34.525,44.32,1.5688,18.896
2024-11-12,93.098,6.049,83.858,40.667,141.53,190.685,162.82,229.02,120.84,32.708,4.4235,9.024,137.32,64.13,69,11.106,20.9,1.4886,43.22,5.195,34.295,34.15,44.15,1.5664,18.408
2024-11-13,93.052,5.969,84.016,40.731,141.535,190.515,163.305,228.79,120.755,32.604,4.4385,8.942,135.58,64.44,69.07,11.202,21.305,1.46,42.895,5.183,34,34.07,44.995,1.5554,18.324
2024-11-14,93.168,5.911,83.586,40.769,141.615,188.675,160,229.78,121.09,32.54,4.3925,8.975,135.82,64.13,67.71,10.986,21.23,1.4284,42.83,5.176,34.225,34.065,45.455,1.5426,18.504
2024-11-15,93.016,5.934,83.292,40.873,141.705,188.55,159.81,229.09,120.935,32.471,4.393,8.921,137.46,63.82,67.68,11.066,21.19,1.4434,43.01,5.21,34.225,33.965,45.4,1.539,18.028
2024-11-18,93.164,5.982,83.124,40.966,141.575,188.285,159.7,229.36,120.75,32.69,4.4275,8.927,140.7,63.7,67.47,11.118,21.39,1.4676,42.71,5.235,34.315,34.72,45.245,1.524,17.994
2024-11-19,93.168,5.989,83.496,40.988,141.635,188.64,160.375,229.19,120.815,32.761,4.4135,8.974,139.86,64.57,67.66,11.12,21.615,1.4724,42.695,5.232,34.39,34.68,43.84,1.4944,17.446
2024-11-20,92.996,5.966,84,41.161,141.67,188.49,161.22,228.77,120.645,32.715,4.4425,9.027,139.56,63.54,67.43,11.148,21.425,1.4976,42.63,5.199,34.255,34.68,43.495,1.5114,17.48
2024-11-21,93.13,6.007,84.376,41.232,141.74,188.45,161.415,228.61,120.76,32.83,4.4325,8.972,142.44,64.04,67.35,11.19,21.35,1.5,42.245,5.226,34.145,35.305,45.095,1.526,17.788
2024-11-22,93.21,6.1,85.056,41.497,141.985,189.61,162.945,229.32,121.075,33.135,4.3555,9.226,143,65.56,68.5,11.284,21.62,1.4942,43.425,5.193,34.285,35.485,46.35,1.5322,17.916
2024-11-25,93.17,5.962,84.916,41.348,141.985,189.895,162.865,229.67,121.375,32.976,4.309,9.307,143.94,64.63,69.61,11.294,21.31,1.4924,43.07,5.25,34.37,34.76,46.65,1.5352,18.024
2024-11-26,93.1,5.959,84.926,41.201,141.94,190.19,162.81,229.64,121.37,32.936,4.3005,9.285,144.06,64.16,68.88,11.306,21.22,1.4942,43.485,5.051,34.125,34.81,46.55,1.533,18.044
2024-11-27,93.172,5.801,84.584,40.943,141.95,190.695,162.25,230.09,121.51,32.609,4.361,9.229,141.54,62.26,68.64,11.268,20.985,1.4528,42.63,5.025,33.66,34.09,46.16,1.522,17.984
2024-11-28,93.328,5.875,84.806,41.053,142.13,191.475,162.6,230.85,121.795,32.527,4.3215,9.199,141.84,62.3,68.03,11.234,21.195,1.4602,40.56,5.12,32.68,34.29,46.405,1.5216,17.978
2024-11-29,93.576,5.92,84.966,41.143,142.31,192.18,163.01,232.08,122.14,32.798,4.3625,9.284,138.74,63.16,67.09,11.228,21.165,1.4594,40.205,5.186,32.505,34.615,46.495,1.519,18.144
2024-12-02,93.57,5.935,85.58,41.198,142.405,192.455,164.31,231.63,122.55,33.044,4.3995,9.319,138.88,64.92,66.69,11.25,21.245,1.488,39.895,5.171,32.39,34.65,46.57,1.545,18.606
2024-12-03,93.608,5.964,85.28,41.175,142.3,192.545,163.585,231.77,122.28,33.077,4.4365,9.346,134.76,64.76,68.11,11.278,21.625,1.4794,39.82,5.238,32.64,34.865,47.64,1.5664,18.51
2024-12-04,93.75,5.962,85.24,41.107,142.315,192.69,163.495,232.03,122.545,33.17,4.3685,9.35,136.82,65.91,69.61,11.362,21.61,1.4888,40.045,5.294,32.96,35.07,47.195,1.5716,18.806
2024-12-05,93.74,6,85.144,41.184,142.25,192.415,162.89,233.36,122.38,33.257,4.382,9.439,134.84,65.91,68.93,11.418,21.535,1.4846,40.715,5.317,33.245,35.39,47.65,1.5998,19.232
2024-12-06,93.83,5.973,85.346,41.14,142.265,192.49,163.395,232.42,122.435,33.213,4.4385,9.41,132.92,65.42,68.49,11.416,21.625,1.4818,39.77,5.326,32.74,35.42,48.105,1.5952,19.226
2024-12-09,93.896,6.084,85.234,41.191,142.32,192.415,162.94,232.3,122.595,33.871,4.787,9.377,130.8,65.74,69.89,11.356,21.63,1.4798,40.095,5.387,32.905,36.07,48.845,1.6046,19.31
2024-12-10,93.9,6.144,85.7,41.433,142.4,192.495,163.725,232.19,122.625,33.496,4.581,9.426,132.32,64.93,70.12,11.39,21.755,1.4834,40.55,5.346,32.965,36.09,48.505,1.5416,19.286
2024-12-11,94.056,6.133,85.714,41.529,142.44,192.385,163.695,232.45,122.5,33.615,4.538,9.48,136.1,65.34,69.96,11.434,21.75,1.4786,40.87,5.358,33.33,36.535,48.44,1.543,19.036
2024-12-12,94.026,6.11,85.056,41.466,142.37,191.245,163.225,231.49,122.21,33.566,4.559,9.389,137.82,65.11,68.62,11.31,21.64,1.4672,40.83,5.353,33.33,36.275,48.04,1.5524,18.922
2024-12-13,93.842,6.1,84.464,41.326,142.215,190.415,162.335,230.9,121.94,33.472,4.484,9.464,137.04,65.55,67.29,11.358,21.245,1.4514,39.935,5.388,33.06,36.115,47.935,1.554,18.934
2024-12-16,93.776,6.096,84.216,41.226,142.275,190.32,161.785,230.42,121.91,33.355,4.433,9.435,136.74,65.37,67.2,11.394,21.145,1.4494,39.525,5.383,32.835,36.125,47.675,1.5524,18.92
2024-12-17,93.732,6.046,84.258,41.045,142.19,190.48,162.03,230.01,122.02,33.191,4.484,9.305,134.52,65.12,65.88,11.238,20.525,1.4212,39.29,5.289,32.27,34.94,47.645,1.5296,18.366
2024-12-18,93.764,6.04,84.478,41.043,142.17,190.305,162.42,229.86,121.795,33.276,4.48,9.272,132.8,66.18,65.23,11.274,20.63,1.42,38.18,5.29,31.895,35.02,47.39,1.5324,18.492
2024-12-19,93.396,6.012,83.992,41.064,142.255,189.44,162.175,229.06,121.54,33.131,4.5095,9.264,133.5,65.32,63.48,11.324,20.25,1.4114,38.415,5.223,32.07,34.28,46.445,1.5332,18.558
2024-12-20,93.7,6.011,84.206,41.192,142.14,189.505,162.075,229.05,121.705,33.02,4.521,9.151,131.94,65.17,64.33,11.338,20.37,1.423,38.3,5.249,32.25,34.52,46.92,1.5356,18.364
2024-12-23,93.72,6.101,83.932,41.112,142.225,189.145,161.785,228.4,121.58,33.052,4.517,9.1,133.2,66.24,64.93,11.27,20.62,1.4294,37.645,5.187,31.705,33.86,45.875,1.5218,18.384
2024-12-27,93.92,6.025,83.842,41.03,142.24,188.4,161.19,228.21,121.26,32.92,4.5445,9.048,130.98,65.56,64.71,11.48,20.84,1.4446,37.5,5.229,31.69,33.515,48.02,1.5298,18.342
2024-12-30,93.928,6.069,83.62,40.923,142.26,188.365,161.06,228.39,121.565,32.737,4.5215,8.985,129.92,65.07,64.58,11.556,20.69,1.4468,37.41,5.105,31.275,32.99,47.26,1.533,18.284
2025-01-02,93.926,6.255,85.28,41.526,142.3,188.665,164.325,228.74,121.645,33.269,4.5035,9.302,130.98,65.69,66.46,11.748,20.7,1.4624,38.45,5.223,32.055,33.785,48.195,1.5648,18.5
2025-01-03,93.832,6.204,85.162,41.36,142.1,187.69,163.585,227.57,120.98,33.24,4.4875,9.255,135.44,65.92,66.47,11.652,20.695,1.4926,37.91,5.118,31.48,33.88,48.805,1.5604,18.602
2025-01-06,93.982,6.169,84.462,41.183,142.065,187.72,161.5,228.86,120.995,33.179,4.4125,9.041,137.98,67.79,65.08,11.544,20.35,1.4876,38.345,5.189,31.925,33.59,48.675,1.5842,19.002
2025-01-07,93.892,6.162,84.25,41.266,142.09,187.435,161.29,228.47,120.92,33.069,4.3665,9.03,137.06,67.62,64.47,11.554,20.635,1.4794,38.87,5.242,32.47,33.1,47.705,1.5902,18.872
2025-01-08,93.798,6.155,84.7,41.332,142.035,186.655,162.365,228.03,120.73,32.941,4.345,9.013,139.1,66.88,65.32,11.49,20.54,1.4612,38.38,5.221,32.055,32.87,48.025,1.5858,18.586
2025-01-09,93.58,6.182,85.02,41.324,141.935,186.47,162.9,227.35,120.665,32.935,4.3575,8.974,140.04,66.52,65.56,11.402,20.375,1.4664,38.73,5.283,32.315,33.19,48.09,1.5888,18.782
2025-01-10,93.372,6.177,85.054,41.373,141.875,185.845,162.755,226.92,120.555,32.521,4.281,8.87,138.62,65.49,64.95,11.366,20.43,1.462,38.43,5.185,31.845,32.755,47.585,1.5788,18.81
2025-01-13,93.294,6.252,84.976,41.303,141.805,185.25,162.61,226.86,120.215,32.304,4.2825,8.698,137.82,64.31,64.39,11.38,20.38,1.4538,38.825,5.193,32.27,32.575,47.275,1.5696,18.66
2025-01-14,93.328,6.208,84.464,41.201,141.795,185.115,161.505,226.68,120.35,32.447,4.356,8.723,138.42,64.66,63.44,11.24,20.09,1.418,38.66,5.264,32.285,32.58,46.685,1.5664,18.692
2025-01-15,93.784,6.322,85.478,41.443,142.095,186.78,163.215,228.33,120.735,32.813,4.39,8.784,140.02,65.24,65.49,11.182,20.565,1.4402,39.315,5.271,32.77,33.68,47.22,1.5806,19.108
2025-01-16,93.844,6.282,84.868,40.037,142.125,186.995,163.44,228.23,118.875,32.861,4.38,8.755,140,66.35,65.07,11.094,20.465,1.4292,39.485,5.192,32.625,33.46,47.45,1.5892,19.192
2025-01-17,93.882,6.322,85.024,40.055,142.135,187.25,163.555,228.73,118.91,33.156,4.482,8.776,140.22,66.71,65.55,11.262,20.555,1.447,39.94,5.226,32.67,34.01,47.865,1.6128,19.38
2025-01-20,93.852,6.323,84.432,40.02,142.17,187.435,162.26,228.42,119.04,33.186,4.55,8.769,139.16,66.5,65.57,11.128,20.405,1.4348,39.605,5.227,32.53,33.975,47.805,1.6174,19.526
2025-01-21,93.952,6.297,84.446,40.066,142.205,187.755,162.195,228.73,119.23,32.906,4.456,8.566,139.84,66.9,65.55,11.24,20.585,1.4256,39.61,5.218,32.6,34.035,47.83,1.629,19.64
2025-01-22,93.988,6.247,84.478,40.322,142.19,187.73,161.795,228.6,119.225,32.882,4.4215,8.526,141.8,67.28,66.01,11.276,20.785,1.419,40.395,5.25,32.955,34.035,47.865,1.6094,19.992
2025-01-23,94.068,6.263,84.258,40.344,142.17,187.395,161.59,228.51,119.065,32.965,4.4135,8.617,140.46,67.19,66.33,11.264,20.445,1.4178,40.37,5.279,33.12,33.605,47.825,1.6082,20.045
2025-01-24,94.102,6.212,83.738,40.387,142.075,186.84,160.21,228.09,118.89,32.911,4.4865,8.484,140.2,67.13,65.28,11.328,20.695,1.403,40.265,5.328,33.06,33.835,47.215,1.6266,20.21
2025-01-27,94.162,6.217,83.964,40.158,142.165,187.46,161.4,228.18,119.11,32.245,4.5465,8.334,136.32,62.71,64.34,11.26,20.46,1.3762,40.245,5.233,32.92,33.12,46.63,1.6206,20.11
2025-01-28,94.13,6.27,84.47,40.382,142.16,187.275,162.165,228.04,119.17,32.409,4.532,8.412,137.6,63.29,64.61,11.248,20.5,1.3828,40.985,5.301,33.59,33.45,47.765,1.6208,20.31
2025-01-29,94.412,6.27,84.686,40.463,142.16,187.16,162.415,228.77,119.01,32.901,4.668,8.518,138,64.19,64.75,11.328,20.53,1.3866,41.23,5.277,33.55,34.255,47.8,1.634,20.325
2025-01-30,94.614,6.264,84.794,40.619,142.345,187.95,162.84,228.4,119.44,33.28,4.735,8.586,139.6,64.95,63.86,11.344,20.63,1.377,41.935,5.402,34.28,34.88,47.775,1.626,20.77
2025-01-31,94.62,6.26,85.07,40.532,142.465,188.69,163.15,228.79,120.11,33.396,4.7205,8.673,136.38,65.87,65.22,11.162,20.245,1.3556,42.695,5.312,34.375,34.625,47.53,1.636,20.615
2025-02-03,94.598,6.371,85.802,40.695,142.65,189.595,164.825,230.84,120.345,33.282,4.687,8.72,136.34,65,65.14,11.186,20.1,1.3614,42.775,5.487,34.715,35.125,46.845,1.599,20.22
2025-02-04,94.742,6.338,85.34,40.703,142.715,189.845,163.575,230.09,120.375,33.495,4.7605,8.754,138.48,65.36,64.62,11.334,20.19,1.4,42.65,5.393,34.705,35.14,46.27,1.6042,20.435
2025-02-05,94.844,6.291,85.53,40.633,142.78,190.275,164.2,230.71,120.305,33.268,4.6515,8.697,139.48,65.51,63.37,11.352,19.82,1.4326,42.255,5.264,34.3,35.29,46.305,1.6076,20.39
2025-02-06,94.856,6.305,85.82,40.821,142.8,190.25,164.48,230.71,120.45,33.494,4.7325,8.636,140.68,65.82,60.78,11.38,19.4,1.4278,42.735,5.389,34.57,35.77,46.66,1.6394,21
2025-02-07,94.738,6.317,85.902,40.933,142.735,189.805,164.725,230.22,120.36,33.641,4.8155,8.604,139.34,66.2,60.85,11.436,19.814,1.4086,42.675,5.456,34.72,35.95,47.035,1.6498,21.105
2025-02-10,94.766,6.385,86.09,40.944,142.84,190.04,165.205,230.78,120.535,33.983,4.918,8.623,141.72,66.51,60.8,11.47,19.766,1.3998,43.08,5.491,34.925,36.36,46.7,1.6404,21.435
2025-02-11,94.804,6.332,85.432,40.846,142.675,189.03,164.065,229.51,120.12,33.821,4.904,8.513,140.84,66.4,59.84,11.45,19.746,1.3826,43.195,5.492,35.17,36.175,46.685,1.6326,21.725
2025-02-12,94.788,6.303,84.842,40.709,142.585,188.72,162.54,229.39,119.935,33.764,4.9815,8.42,140.28,65.75,60.48,11.422,19.674,1.3816,42.23,5.523,34.76,35.925,46.095,1.6518,22
2025-02-13,95.022,6.296,84.442,40.686,142.75,189.615,162.615,229.91,120.515,33.807,4.9485,8.461,142.28,65.99,60.13,11.416,19.876,1.4022,42.15,5.581,35,35.83,46.515,1.696,22.285
2025-02-14,95.05,6.274,84.422,40.725,142.695,189.605,162.675,229.73,120.32,33.75,5.056,8.291,142.26,65.14,60.01,11.466,19.61,1.3792,42.915,5.579,35.3,35.925,45.725,1.6968,22.095
2025-02-17,95.184,6.202,84.468,40.754,142.695,188.745,162.61,228.88,120.05,34.057,5.134,8.308,143.54,66.07,62.04,11.386,19.234,1.3804,43.75,5.596,35.665,35.825,45.89,1.7242,22.325
2025-02-18,95.264,6.237,84.4,40.76,142.67,189.02,162.49,229.07,120.1,34.25,5.143,8.31,142.6,66.55,62.25,11.33,19.344,1.3834,43.945,5.7,35.905,36.42,45.995,1.7268,23.025
2025-02-19,95.118,6.263,84.606,40.753,142.565,187.96,162.94,228.53,119.86,34.316,5.141,8.366,148.18,66.55,60.82,11.39,19.412,1.394,43.685,5.626,35.59,36.08,45.75,1.7206,22.605
2025-02-20,95.13,6.28,84.256,40.776,142.64,188.2,162.695,228.76,120.115,34.346,5.203,8.36,147.24,66.18,60.5,11.346,19.08,1.3832,43.31,5.594,35.49,36.49,45.305,1.726,22.495
2025-02-21,95.228,6.301,84.634,40.85,142.78,189.085,163.39,229.23,120.475,34.618,5.348,8.293,146.3,66.63,60.4,11.412,19.028,1.4002,42.56,5.609,35.505,36.65,44.28,1.7332,22.6
2025-02-24,95.2,6.269,84.494,40.838,142.84,189.055,163.625,228.61,120.44,33.903,5.108,8.216,145.52,65.53,59.65,11.414,19.058,1.3854,42.13,5.559,35.02,35.975,44.67,1.7162,22.135
2025-02-25,95.226,6.242,84.552,40.664,142.935,189.425,164.665,229.08,120.31,33.66,5.135,8.157,144.7,64.78,57.68,11.206,18.414,1.3798,41.64,5.435,34.53,35.645,43.375,1.7062,22.215
2025-02-26,95.348,6.184,84.904,40.74,142.925,189.615,164.565,229.36,120.475,34.172,5.284,8.186,146.1,66.14,57.69,11.366,18.86,1.4074,41.49,5.472,34.585,35.95,44.51,1.7084,22.695
2025-02-27,95.368,6.19,85.652,40.836,142.985,190.115,166.3,230.11,120.485,33.973,5.299,8.173,140.54,64.66,56.21,11.314,18.718,1.4108,41.22,5.489,34.615,35.665,45.685,1.713,22.315
2025-02-28,95.516,6.135,85.816,40.765,143.205,190.295,166.975,229.95,120.575,33.168,5.122,7.991,138.88,63.4,54.04,11.294,18.442,1.3898,40.505,5.459,34.2,34.745,45.43,1.7206,22.315
2025-03-03,95.462,6.166,85.206,40.622,142.925,189.245,166.105,229.33,120.42,33.074,5.094,7.994,138,63.12,56.77,11.06,18.224,1.3846,40.43,5.454,34.13,35.03,46.505,1.7324,22.4
2025-03-04,95.192,6.014,84.854,40.403,143.035,189.165,166.255,228.47,120.21,32.564,5.028,7.864,136.14,62.47,55.64,10.872,18.018,1.3724,38.87,5.191,32.855,34.51,45.9,1.72,21.37
2025-03-05,95.154,5.894,82.822,39.997,142.565,185.445,161.96,225.99,119.29,32.698,5.122,7.877,135.42,62.08,56.64,10.766,18.036,1.3692,39.175,5.306,33.4,34.595,46.51,1.7512,22.3
2025-03-06,94.716,5.82,81.876,39.85,142.595,184.24,159.52,226.37,118.7,32.825,5.212,7.913,135.5,61.45,56.55,10.688,17.74,1.387,39.355,5.335,33.435,35.265,47.73,1.7466,22.645
2025-03-07,94.796,5.793,81.922,39.777,142.64,184.715,160.38,225.44,119.06,32.531,5.176,7.849,135.04,60.62,56.25,10.504,17.776,1.3994,39.325,5.269,33.355,34.915,47.3,1.7442,22.55
2025-03-10,94.604,5.789,81.97,39.687,142.7,184.58,160.61,225.26,119.34,32.148,5.068,7.786,132.3,59.88,55.14,10.558,17.242,1.413,38.985,5.224,33.22,34.615,47.105,1.7472,21.995
2025-03-11,94.44,5.737,81.088,39.443,142.83,183.985,159.1,225.65,118.805,31.917,5.072,7.758,132.4,59.18,53.94,10.364,17.372,1.379,38.37,5.122,32.54,34.495,46.68,1.7508,21.885
2025-03-12,94.55,5.732,81.298,39.451,142.67,184.475,158.57,225.69,118.76,32.172,5.069,7.782,135.84,60.29,55.54,10.198,17.178,1.3816,38.77,5.209,33.015,34.39,47.59,1.8068,22.33
2025-03-13,91.588,5.756,80.992,39.737,140.945,184.525,159.445,225.2,118.595,32.182,5.108,7.784,133.62,59.21,55.42,10.384,17.208,1.3986,39.59,5.329,33.655,34.49,47.89,1.8106,22.83
2025-03-14,91.722,5.796,81.018,39.834,140.96,184.61,159.315,225.3,118.71,32.635,5.218,7.82,136.64,59.67,54.57,10.49,17.496,1.4218,41.1,5.409,34.495,35.15,48.285,1.8354,23.585
2025-03-17,91.976,5.879,80.894,39.752,141.045,185.415,159.06,226.61,118.945,33.021,5.333,7.88,140.18,59.76,54.19,10.554,17.432,1.4176,41.865,5.424,34.975,35.505,48.5,1.8502,23.78
2025-03-18,92.096,5.791,80.758,39.72,140.935,185.245,158.51,226.21,118.97,32.985,5.323,8.008,138.3,59.5,51.67,10.55,17.466,1.4,42.06,5.389,34.94,35.625,47.585,1.8482,24
2025-03-19,92.148,5.802,81.384,39.801,140.985,185.82,159.315,226.65,119.14,33.146,5.335,8.148,139,59.56,52.53,10.522,17.692,1.4252,42.79,5.42,35.235,36.46,41.535,1.8376,23.8
2025-03-20,92.306,5.825,81.888,39.837,141.03,185.665,160.765,226.43,119.255,32.985,5.186,8.241,139.02,59.87,52.72,10.414,17.618,1.428,42.425,5.411,35.13,36.1,41.445,1.839,23.505
2025-03-21,92.126,5.837,81.75,39.822,141.145,186.175,161.005,226.51,119.14,32.993,5.131,8.405,140.2,59.96,52.02,10.5,17.758,1.4236,42.17,5.36,34.855,36.005,38.32,1.8308,23.235
2025-03-24,92.184,5.865,81.9,39.846,141.18,186.215,160.625,226.72,119.28,33.238,5.14,8.572,141.16,60.57,51.22,10.46,17.836,1.4094,42.315,5.42,35.165,36.175,39.365,1.8618,23.725
2025-03-25,92.206,5.796,81.886,39.921,141.175,185.93,160.63,226.34,119.425,33.124,5.101,8.531,140.58,60.47,52.13,10.534,17.842,1.3978,42.795,5.4,35.29,36.29,41.17,1.8708,24.125
2025-03-26,92.084,5.96,81.716,39.881,141.22,185.815,160.435,226.35,119.3,33.046,5.101,8.463,141.28,59.8,54.84,10.592,17.8,1.3848,42.195,5.431,35.165,36.54,40.895,1.8894,23.615
2025-03-27,91.918,6.009,81.446,39.873,141.355,186.33,160.075,226.34,119.395,33.187,5.182,8.519,139.6,59.3,55.32,10.718,17.842,1.3882,42.46,5.409,35.225,36.505,40.385,1.8862,23.755
2025-03-28,91.822,5.935,81.066,39.656,141.44,186.805,160.77,226.53,119.49,32.433,5.032,8.422,134.72,57.4,54.8,10.466,17.498,1.3826,41.305,5.324,34.54,36.07,40.32,1.8708,23.405
2025-03-31,91.624,5.962,81.32,39.788,141.4,186.81,161.85,227.49,119.435,32.269,5.01,8.417,131.7,56.64,54.36,10.47,17.472,1.3936,41.1,5.283,34.46,35.985,40.64,1.813,22.885
2025-04-01,91.872,6.014,81.87,39.851,141.525,187.475,162.535,227.68,119.65,32.565,5.053,8.397,135.16,57.55,54.74,10.496,17.564,1.407,41.945,5.349,34.845,36.63,40.88,1.8422,23.375
2025-04-02,91.738,5.967,81.374,39.656,141.46,187.1,161.455,226.73,119.555,32.411,4.9805,8.436,134.22,57.84,54.34,10.506,17.56,1.4126,41.525,5.349,34.79,35.275,40.36,1.8456,23.56
2025-04-03,91.22,5.768,79.456,39.348,141.695,187.84,160.305,227.47,119.53,31.335,4.827,8.194,128.7,54.59,52.32,10.214,17.046,1.3522,41.125,5.535,35.63,33.23,39.31,1.8018,22.215
2025-04-04,90.266,5.59,79.114,38.96,141.885,188.735,162.515,227.03,119.58,29.744,4.533,7.914,124.7,51.91,49.565,9.849,16,1.3072,38.565,5.178,33.6,31.29,38.835,1.7042,20.75
2025-04-07,89.286,5.582,78.568,38.042,141.86,187.445,161.82,225.51,118.65,28.785,4.2615,7.861,123.44,49.815,49.125,9.797,15.77,1.3102,37.77,4.993,32.745,30.355,39.5,1.5752,20
2025-04-08,89.964,5.519,78.602,38.767,141.785,187.835,160.575,225.98,118.8,29.194,4.284,8.069,122.86,50.88,49.245,9.783,15.938,1.3468,37.88,5.081,32.66,31.685,39.64,1.673,20.77
2025-04-09,89.332,5.416,75.81,38.102,141.985,188.085,156.165,225.44,118.535,27.981,4.1775,7.789,118.2,46.905,48.055,9.31,15.984,1.2962,36.205,4.8145,31.49,30.57,38.325,1.6346,20.22
2025-04-10,90.06,5.463,76.128,38.295,141.885,188.165,155.12,225.2,119.245,28.989,4.2915,7.96,123.54,50.2,49.84,9.691,16.626,1.2904,37.1,5.066,32.535,31.855,38.24,1.6886,21.14
2025-04-11,89.998,5.417,74.318,37.974,141.895,188.35,150.88,225.91,119.225,29.121,4.2785,7.825,127.16,51.79,50.36,9.646,16.706,1.306,37.005,4.993,32.335,32.345,37.555,1.6952,20.93
2025-04-14,90.622,5.492,75.792,38.181,142.03,189.2,152.005,227.41,119.525,29.794,4.456,7.952,126.8,52.24,51.11,9.799,16.918,1.3276,37.925,5.124,33.06,33.825,37.69,1.7538,21.525
2025-04-15,91.046,5.56,76.614,38.366,142.16,188.92,153.88,226.8,120.005,30.114,4.4555,8.108,128.1,52.95,51.7,9.917,16.978,1.3538,38.12,5.225,33.645,34.12,37.935,1.7932,21.7
2025-04-16,91.278,5.535,76.284,38.34,142.135,189.5,153.28,227.02,120.23,29.794,4.365,8.103,125.58,51.77,51.22,9.936,17.028,1.3512,37.935,5.269,33.755,34.45,37.345,1.8,21.795
2025-04-17,91.506,5.538,75.96,38.347,142.265,190.06,153.325,228.05,120.55,29.848,4.3445,8.266,126.82,51.21,51.32,9.882,16.786,1.3386,38.135,5.342,34.02,34.31,37.56,1.7736,22.055
2025-04-22,91.548,5.516,75.204,38.292,142.325,190.715,151.18,228.55,120.75,29.861,4.406,8.366,126.2,50.03,51.38,9.873,16.69,1.346,38.74,5.445,34.67,34.435,36.925,1.8104,22.51
2025-04-23,92.234,5.558,76.31,38.617,142.24,190.28,152.975,228.9,120.765,30.603,4.56,8.407,130,51.88,52.78,9.992,16.972,1.346,40.09,5.633,35.68,34.215,37.56,1.845,23.225
2025-04-24,92.35,5.659,76.744,38.752,142.4,191.365,153.38,229.96,120.925,30.78,4.5565,8.443,129.7,52.22,52.29,10.142,16.838,1.3584,40.505,5.683,36.34,34.365,37.96,1.861,23.495
2025-04-25,92.508,5.626,77.022,38.792,142.295,190.69,153.755,229.74,120.715,30.607,4.5455,8.288,129.5,52.43,52.56,10.152,16.87,1.3686,40.905,5.693,36.185,34.505,37.685,1.8554,23.4
2025-04-28,92.288,5.581,77.012,38.846,142.325,190.44,154.1,229.18,120.56,30.689,4.5295,8.356,128.38,52.62,52.97,10.242,16.876,1.365,40.925,5.78,36.48,34.895,37.275,1.8392,23.445
2025-04-29,92.16,5.552,77.012,38.905,142.305,190.315,154.56,228.67,120.51,30.855,4.52,8.38,129.74,53.59,53.18,10.216,17.098,1.3742,41.535,5.727,36.76,35.035,36.7,1.8532,23.465
2025-04-30,91.928,5.579,77.254,39.106,142.34,191.295,155.67,229.53,120.61,30.978,4.5245,8.404,130.76,54.02,54.42,10.47,17.664,1.4128,41.07,5.658,36.58,35.49,36.07,1.8574,23.015
2025-05-02,92.276,5.582,76.976,39.26,142.305,190.185,154.18,228.89,120.485,31.925,4.671,8.495,134.54,58.3,55.5,10.796,17.946,1.4324,41.225,5.62,36.48,35.895,36.85,1.8856,23.455
2025-05-05,92.336,5.474,76.994,39.429,142.335,190.475,154.025,229.27,120.56,32.4,4.7175,8.599,135.76,61.03,56.09,10.87,18.094,1.415,41.125,5.654,36.625,36.215,36.64,1.889,23.34
2025-05-06,92.302,5.473,76.936,39.243,142.34,190.285,153.685,229.22,120.48,32.149,4.755,8.502,134.78,59.15,55.96,10.734,17.92,1.4342,40.65,5.66,36.36,36.39,36.495,1.8656,22.94
2025-05-07,92.322,5.445,77.286,39.269,142.42,191.1,154.43,230.16,120.73,31.753,4.6405,8.358,134.56,58.11,55.5,10.708,18.482,1.4502,40.255,5.863,36.8,36.155,36.38,1.875,23.155
2025-05-08,92.516,5.498,77.728,39.472,142.34,190.575,155.04,229.39,120.675,31.99,4.7215,8.167,134.8,58.79,55.24,10.666,18.396,1.4452,42.385,5.867,37.95,36.345,37.635,1.8724,23.515
2025-05-09,92.634,5.496,77.738,39.514,142.325,190.245,154.76,229.18,120.645,32.163,4.7185,8.212,134.32,59.69,55.18,10.674,18.346,1.4608,42.355,5.832,38.06,36.615,37.815,1.9028,24.215
