Dates,MSDEEEMN Index,MXCN Index,MXIN Index,MXKR Index,MXTW000V Index,MXID Index,MXMY Index,MXTH Index,MXPH Index,MXBR Index,MXMX Index,MXCL Index,MXCO Index,MXPE Index,MXZA Index,MXTR Index,MXGR Index,MXEG Index,MXHU Index,MXCZ Index,MXPL Index,MXSA Index,MXAE Index,MXQA Index,MXKW Index
2003-12-25,104.804,2.5405,4.19192,0.16024,80.9715,0.07712,62.51585,5.25876,4.3477,627.37713,1477.07999,636.60456,86.46001,264.43945,35.34049,172156.936,61.78,29.80667,2.49963,4.61813,241.32433,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2003-12-26,105.072,2.54483,4.24808,0.16021,80.95786,0.07723,62.79683,5.33394,4.35478,631.16455,1483.60142,637.01946,86.65755,269.7925,35.55682,175961.2964,61.78,29.84981,2.49678,4.60853,242.46419,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2003-12-29,105.5,2.55212,4.30268,0.16033,80.01571,0.07869,62.98354,5.46107,4.40088,640.96983,1489.9896,634.19221,86.72481,278.21077,35.11077,175157.2485,61.93,29.8747,2.5064,4.66461,239.13208,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2003-12-30,106.399,2.58196,4.30271,0.1639,80.53474,0.07822,63.03657,5.5517,4.36306,636.83497,1494.72761,638.39834,86.68741,274.30805,35.74158,178532.7002,63.25,30.27532,2.51035,4.68203,237.72508,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2003-12-31,105.975,2.6129,4.29442,0.16434,80.97533,0.07854,62.92833,5.63393,4.35408,638.33174,1490.80707,637.24132,86.41356,273.90958,35.28962,181169.3807,63.55,30.28129,2.46112,4.73661,238.1811,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-01,106.061,2.61304,4.35824,0.16427,80.97533,0.07857,62.93334,5.6348,4.35364,638.38255,1490.92573,637.29205,86.42044,273.93139,35.66271,180990.5732,63.55,30.23466,2.46085,4.7221,238.56394,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-02,108.13,2.73079,4.40986,0.16522,83.25113,0.0798,62.4538,5.63184,4.33904,645.48917,1505.56217,641.90272,86.16996,272.52242,36.41447,187369.1077,64.89,30.1387,2.47134,4.73243,245.1251,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-05,110.203,2.75407,4.41934,0.16584,84.48222,0.08329,62.61593,5.74778,4.48322,679.21627,1550.50067,650.19317,85.68951,287.1245,36.9787,194810.4297,65.76,31.12741,2.54119,4.7458,255.78927,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-06,109.23,2.67277,4.32281,0.16601,84.79993,0.08366,61.73392,5.5202,4.60469,680.66562,1537.61159,648.31637,86.53876,282.45106,36.49263,186555.1672,65.76,31.98519,2.56962,4.81587,256.76106,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-07,109.432,2.69301,4.34234,0.16824,84.49857,0.0821,63.69136,5.38693,4.57981,672.78971,1569.50584,647.78971,89.44585,282.44395,36.21014,191772.0257,66.84,32.24273,2.52888,4.82373,255.68594,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-08,109.666,2.69273,4.40824,0.16747,84.85451,0.08494,64.0287,5.47104,4.46549,674.17587,1569.7831,645.6503,91.16749,275.05285,35.66991,190581.5678,67.6,31.46869,2.53318,4.76195,254.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-09,110.076,2.70499,4.40486,0.17287,85.28663,0.08745,64.53278,5.55544,4.55883,671.97011,1561.33728,655.42928,91.5311,277.41107,35.16193,197242.7663,67.42,31.28253,2.47156,4.69563,252.67741,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-12,110.282,2.63779,4.36097,0.17621,84.99667,0.08628,64.7145,5.69812,4.49876,684.78618,1574.1537,658.42389,91.32984,273.38754,34.36891,196397.9528,67.37,32.6104,2.43486,4.69969,259.73377,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-13,110.543,2.63181,4.43605,0.175,85.00513,0.08729,64.57113,5.64856,4.52435,686.42111,1585.47868,655.56428,91.81654,270.11702,35.54454,196366.8945,68.86,32.81814,2.47445,4.76809,257.12754,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-14,110.591,2.60831,4.4702,0.17439,85.92092,0.0886,64.39278,5.60467,4.57904,667.84086,1589.44803,654.78849,91.64177,261.29895,34.86287,187880.8409,70.23,33.20021,2.4978,4.79313,249.89025,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-15,110.008,2.62868,4.43083,0.17468,85.86036,0.08983,64.79918,5.48975,4.55641,663.39314,1598.85678,658.66942,94.02985,254.36647,33.7913,192956.186,70.14,33.44304,2.4639,4.7743,253.7756,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-16,111.984,2.63313,4.41579,0.17861,85.98386,0.09192,66.24451,5.64985,4.66062,674.36975,1643.22883,659.19522,95.13575,258.03975,34.93549,185954.2325,70.39,34.03753,2.49548,4.78569,252.55003,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-19,113.038,2.67998,4.49163,0.18184,85.98386,0.0912,66.55321,5.64146,4.66384,676.81487,1647.90622,659.37753,97.20291,255.96605,34.9109,182517.1854,69.15,36.35794,2.54865,4.82911,253.23892,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-20,112.412,2.71473,4.32885,0.17964,85.98386,0.09002,65.80725,5.54326,4.6762,678.30751,1637.48907,651.79976,97.27453,264.86293,35.17952,191881.7612,68.13,35.66455,2.55178,4.78568,253.41708,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-21,111.539,2.74396,4.17966,0.17964,85.98386,0.08989,65.80725,5.51608,4.71067,660.00949,1639.62667,646.53168,97.80115,261.05355,34.5515,192256.0629,69.74,36.43385,2.53073,4.77035,251.9586,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-22,110.866,2.73057,4.04295,0.17964,85.98386,0.08934,65.80725,5.42069,4.66182,651.94396,1638.31261,643.09775,101.93609,259.47584,34.91997,187348.1028,69.82,37.04534,2.54359,4.80176,256.56632,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-23,111.611,2.75063,4.23392,0.17964,85.98386,0.09099,65.80725,5.44973,4.70513,665.13121,1639.1263,642.78919,99.18338,264.02918,35.2088,187348.1028,69.5,37.04534,2.59583,4.80875,256.62234,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-26,113.146,2.71878,4.23392,0.18417,85.98386,0.09102,66.46553,5.22293,4.686,685.71884,1673.78331,633.76416,99.98404,264.0817,35.65811,189876.1402,67.94,36.30223,2.58397,4.76833,254.4747,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-27,113.118,2.72712,4.34879,0.1816,87.05765,0.08937,65.66648,5.33769,4.72257,677.3289,1669.12231,635.10773,101.90906,264.36946,35.6706,182172.0723,68.33,34.81556,2.59018,4.75137,251.08501,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-28,112.687,2.641,4.26912,0.18303,86.72959,0.08883,65.33755,5.2303,4.64966,663.67521,1642.0861,621.39918,102.52453,262.40108,35.88843,181109.7352,67.31,35.91533,2.64531,4.73371,245.41444,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-29,112.309,2.66598,4.31337,0.18386,85.18682,0.08947,66.30789,5.23572,4.60282,626.36848,1630.67173,617.60859,104.89262,243.83175,35.54,177292.5111,66.75,36.36736,2.64881,4.75333,242.70221,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-01-30,111.357,2.61687,4.22629,0.18112,86.03802,0.08724,66.083,5.19715,4.56671,614.78896,1630.88589,629.20879,104.56588,243.66875,35.42067,176693.4438,68.06,36.36736,2.64864,4.75353,243.52963,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-02,111.096,2.57,4.22629,0.18351,85.07954,0.08766,66.083,5.04041,4.37991,612.11901,1688.98565,636.11514,102.84632,241.17078,35.61269,176693.4438,68.2,36.36736,2.66406,4.79877,247.84129,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-03,110.2,2.59092,4.10933,0.17735,84.27744,0.08328,66.083,5.20232,4.28998,622.70554,1656.70809,628.73646,102.21479,249.67336,35.7899,176693.4438,67.58,36.36736,2.65037,4.84896,244.9539,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-04,110.161,2.55464,4.23215,0.17572,84.06293,0.08326,64.41117,5.31939,4.3005,618.86161,1660.2838,618.2398,103.04528,246.07781,35.83738,176693.4438,67.67,35.54554,2.61636,4.92365,243.8282,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-05,108.943,2.52297,4.20243,0.177,84.43955,0.0841,64.33957,5.3859,4.2635,595.96409,1620.75951,616.79511,103.09049,243.24303,34.74236,174395.8915,68.84,36.8727,2.61344,4.93692,240.28767,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-06,109.505,2.57462,4.21423,0.17839,85.63524,0.08597,64.30426,5.23202,4.27853,607.0479,1652.18281,614.03288,102.99693,245.52033,34.94618,169784.2358,68.73,36.8727,2.59643,5.00382,242.75526,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-09,111.714,2.67973,4.32434,0.18267,87.29758,0.08794,64.66575,5.32464,4.38206,612.47536,1673.63773,623.71264,106.66351,252.96901,35.50618,176591.5199,68.01,37.4468,2.64739,5.05139,251.3778,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-10,111.819,2.62336,4.3266,0.18396,87.95644,0.08795,64.02874,5.40285,4.40772,623.7012,1654.65208,625.51165,105.94301,249.31518,35.81066,174144.4514,68.46,36.68161,2.64941,5.11651,254.94676,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-11,112.728,2.60022,4.29084,0.18431,87.73132,0.08735,64.13022,5.46877,4.32179,639.50183,1662.60639,620.36386,104.09932,252.68213,35.40687,182169.0039,69.24,35.94886,2.60204,5.23659,252.76911,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-12,112.628,2.61142,4.27722,0.18391,87.75697,0.0865,64.66998,5.4762,4.31354,644.36559,1688.91055,630.79623,103.84465,258.04414,36.41302,192587.7506,69.67,36.07527,2.59255,5.37023,254.67617,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-13,113.606,2.66597,4.35177,0.18654,90.28931,0.08801,65.0489,5.52601,4.34047,633.80171,1705.15739,638.95125,104.7806,256.25245,36.86032,197059.9624,69.27,36.07527,2.59982,5.31804,254.81789,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-16,113.566,2.70383,4.33126,0.1861,91.01092,0.088,65.11886,5.44664,4.28206,624.21514,1708.85462,644.03821,105.11235,253.20598,36.52088,196114.334,69.28,34.51045,2.61167,5.27526,255.86709,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-17,114.203,2.69786,4.32303,0.1855,91.15717,0.08708,66.11909,5.46591,4.26519,629.26715,1713.62222,659.40563,105.438,255.91256,37.22342,191870.0794,69.77,33.79018,2.60439,5.25196,255.88041,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-18,114.047,2.72156,4.34042,0.18542,90.66036,0.08864,67.61684,5.42461,4.30655,619.95621,1730.95871,671.66093,108.15608,250.14076,37.1485,198178.6036,70.12,32.73141,2.60273,5.26982,256.37617,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-19,114.285,2.6934,4.24901,0.18544,91.7719,0.08921,68.19989,5.34526,4.31948,598.63865,1722.87535,666.81618,110.3006,250.07082,37.11972,188249.7629,69.75,33.94973,2.65487,5.28007,251.5744,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-20,114.518,2.75612,4.29093,0.18689,91.51239,0.09139,69.53955,5.3951,4.4315,606.83309,1719.61914,671.8835,115.18643,247.65562,37.05259,190810.4937,69.63,33.94973,2.66463,5.30316,254.24901,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-23,114.123,2.73405,4.15875,0.18354,91.66068,0.0908,69.53955,5.34738,4.38657,607.35411,1687.8359,676.98362,118.3177,244.75274,36.99289,186423.9435,69.63,33.55247,2.6596,5.29572,251.34337,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-24,112.437,2.68631,4.14082,0.17879,90.42365,0.08769,69.58857,5.29643,4.30571,601.72577,1680.66194,668.42396,112.12766,249.64539,36.64165,187940.3982,68.31,34.42412,2.67755,5.27136,244.66512,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-25,113.701,2.6722,4.13644,0.18239,91.13277,0.08868,70.52143,5.24647,4.30571,619.26554,1704.12833,677.87823,114.36915,246.04368,36.89106,191332.9484,66.95,35.21755,2.71478,5.41459,249.29708,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-26,115.237,2.7337,4.10468,0.18302,91.87125,0.08889,71.94716,5.18752,4.43555,620.93677,1724.528,674.64449,110.613,250.61461,37.21229,192272.5353,67.63,34.82445,2.79533,5.43092,247.22979,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-02-27,116.445,2.77586,4.16116,0.18671,92.98586,0.08728,71.23459,5.2726,4.40243,636.43138,1718.77253,679.48081,111.61766,246.93534,37.54191,193144.6719,68.48,34.82445,2.80243,5.53179,252.71941,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-01,118.098,2.78456,4.27385,0.18671,95.63583,0.08775,71.65364,5.25688,4.43243,665.03536,1768.40244,691.77113,112.15847,254.07425,38.33042,194226.7235,68.41,34.50047,2.83604,5.60632,259.84264,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-02,120.285,2.8328,4.27385,0.19477,96.51964,0.09092,74.06058,5.32162,4.4978,668.94659,1791.98067,706.32372,113.17169,258.18316,38.85455,202282.758,68.49,35.64253,2.90701,5.49194,261.02131,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-03,120.462,2.81694,4.39834,0.19414,95.92597,0.09082,73.00593,5.29142,4.47776,673.91233,1787.98616,705.88332,110.62953,254.55669,38.24076,201409.9893,68.25,36.50232,2.91004,5.48094,261.58074,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-04,120.695,2.80116,4.34939,0.19787,97.03278,0.09009,73.24824,5.30237,4.50413,664.5924,1815.6309,698.80141,110.43428,253.72301,38.23507,198618.5155,69.2,36.18564,2.95251,5.53018,259.80432,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-05,119.119,2.75318,4.32168,0.19335,95.10942,0.08849,72.19853,5.30237,4.4053,660.18399,1794.52873,688.58941,111.30568,254.15591,38.69539,198837.286,69.87,36.18564,3.01145,5.63576,261.66398,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-08,119.35,2.79429,4.3675,0.19182,94.33342,0.08805,71.97497,5.2917,4.41504,658.81686,1779.30728,670.16266,111.37007,252.75552,38.64649,202481.7856,70.71,36.35417,3.03149,5.79571,270.33686,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-09,118.576,2.75556,4.29265,0.18836,95.5481,0.08796,71.81056,5.27545,4.3578,650.76428,1755.62349,673.11344,110.98954,251.5366,38.564,201663.7046,70.03,36.18486,2.96681,5.75405,264.1365,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-10,118.161,2.73649,4.28762,0.18832,94.39508,0.08715,72.24111,5.31506,4.41008,629.25614,1770.17229,678.53352,113.2114,251.29419,38.22969,207117.5573,69.69,36.6873,2.96751,5.64156,266.33037,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-11,116.179,2.64461,4.19491,0.18713,94.19039,0.08465,72.35074,5.26368,4.33728,603.33089,1717.52586,677.13983,113.14439,251.95863,37.23713,201405.8421,67.89,36.92195,2.92122,5.5471,260.60712,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-12,116.126,2.67243,4.2412,0.18237,92.95399,0.085,73.09319,5.1884,4.30539,628.48718,1748.32501,666.45917,115.04628,259.33328,37.2755,202531.6825,68.13,37.13364,2.93698,5.5567,264.58588,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-15,115.19,2.67378,4.12032,0.18251,90.41367,0.08256,73.14734,5.04066,4.2706,612.06784,1733.43933,649.88584,116.58513,257.20809,36.98489,203303.7679,66.49,36.31865,2.94024,5.51899,259.62592,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-16,114.176,2.66642,4.09426,0.18274,89.94106,0.08174,72.65577,4.97649,4.28075,617.13657,1737.15776,656.96708,116.24837,257.33377,36.85231,200858.718,66.98,36.39063,2.89179,5.4894,261.36128,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-17,116.944,2.71548,4.11183,0.18952,90.02264,0.08482,73.17619,5.05625,4.33803,631.41922,1761.60327,657.04703,115.54192,254.56851,37.21988,200390.9163,67.63,36.12323,2.95034,5.56024,264.00633,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-18,116.359,2.61143,3.98853,0.18794,92.79241,0.08418,73.21555,5.11542,4.33875,632.9862,1729.35335,648.79309,113.61104,261.38694,37.48386,202094.3275,67.66,35.47546,2.96905,5.63155,258.60515,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-19,117.273,2.60669,4.06279,0.19263,93.11061,0.08573,73.93912,5.11844,4.37158,636.68702,1767.30159,645.68173,114.95319,266.30851,37.55805,208187.4658,67.21,35.47546,2.9442,5.65981,257.95229,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-22,114.905,2.52296,3.9648,0.18619,86.80209,0.08517,73.73015,5.09536,4.26494,616.80272,1729.87149,627.80247,113.87699,267.58264,38.15634,207796.4645,64.58,35.24664,2.94316,5.60283,257.17531,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-23,114.841,2.54658,4.02128,0.187,85.20771,0.08407,72.97222,5.0812,4.23594,610.17416,1760.39692,627.2742,114.4593,262.86756,37.49453,207472.3159,65.29,35.16038,2.99619,5.64896,260.8681,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-24,115.838,2.62888,4.06996,0.18993,85.71069,0.08521,73.75375,5.12424,4.19838,610.33153,1798.27671,629.87855,116.01838,266.46972,37.34943,211027.8246,64.82,36.14801,3.01111,5.69446,261.71446,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-25,115.548,2.55757,4.08339,0.18807,84.88683,0.08354,73.22326,5.05252,4.20293,608.9551,1824.00886,637.56874,114.73365,267.04424,37.46708,211563.3781,64.82,36.46631,3.09448,5.74755,262.11546,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-26,117.106,2.54885,4.22865,0.1915,84.43549,0.08201,74.06074,5.10613,4.21363,624.36331,1840.78134,631.75637,118.68458,275.1669,38.02686,217590.3929,65.6,36.46631,3.11491,5.71669,261.57768,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-29,118.198,2.5024,4.29811,0.19422,89.23947,0.08249,74.20346,4.93508,4.20115,628.15614,1837.96426,638.46661,121.09034,281.1661,38.69931,218753.446,67.05,36.75639,3.17017,5.69883,264.62865,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-30,118.838,2.56773,4.23852,0.19416,89.34197,0.08425,73.95507,4.99413,4.20249,637.09744,1823.78923,626.936,121.3554,287.32279,38.95109,207144.9898,67.06,37.15199,3.1579,5.7939,268.3181,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-03-31,119.205,2.57983,4.3051,0.1959,89.96494,0.08475,73.33105,4.99029,4.28757,639.98373,1822.78975,634.05449,124.24563,296.64091,39.0202,208425.1744,66.96,37.13502,3.14522,5.81476,263.92495,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-01,119.286,2.55518,4.38708,0.19636,89.62434,0.08479,71.84777,5.16362,4.29097,648.07412,1833.30636,646.63376,127.90905,291.29309,38.89656,209233.4671,67.02,37.16403,3.1043,5.84197,264.20432,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-02,121.861,2.64097,4.50371,0.19981,90.02388,0.08818,73.36958,5.43802,4.43711,671.46396,1878.85393,659.4088,132.51589,294.4183,39.61796,214501.3011,67.44,37.16403,3.21967,5.88285,274.05628,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-05,124.139,2.66203,4.58578,0.20147,91.48058,0.08869,74.11189,5.60937,4.61204,676.30505,1905.86129,682.27458,133.87728,288.71035,40.01059,213488.5493,68.83,38.79723,3.26665,6.00381,274.06431,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-06,124.33,2.70806,4.53729,0.20474,90.73057,0.09137,73.23931,5.60937,4.66639,674.66534,1883.54817,676.11139,133.26723,286.1841,40.47429,210188.0543,68.65,38.52258,3.28114,5.97708,274.23315,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-07,123.664,2.69574,4.52024,0.20551,91.24822,0.09163,72.75923,5.47896,4.66639,655.02954,1875.36922,665.94191,135.90417,288.03741,40.06973,205169.5197,68.72,38.24112,3.31547,6.02804,271.56937,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-08,124.584,2.7254,4.56872,0.20892,91.50112,0.09287,73.48062,5.45618,4.66639,665.70032,1897.38259,675.12631,137.30639,290.54088,40.23201,198877.0724,69.78,38.85332,3.30071,6.10428,274.46655,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-09,124.088,2.72147,4.56262,0.20568,90.73812,0.09282,73.17466,5.45355,4.67254,665.0393,1895.49855,674.45594,137.17005,290.25238,40.56065,199994.4215,69.78,38.78331,3.30246,6.09797,275.10461,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-12,125.287,2.72615,4.52583,0.2098,93.0081,0.09137,73.04005,5.53045,4.66089,668.7355,1906.66225,675.07458,136.78323,284.77793,40.56065,194673.6698,69.78,38.78331,3.30246,6.09797,275.10461,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-13,126.267,2.75289,4.66345,0.21213,93.39375,0.09318,73.94104,5.53045,4.64556,668.58389,1892.59663,688.47992,138.92848,274.68768,39.80198,193175.5769,70.51,40.097,3.40029,6.21767,281.04976,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-14,124.349,2.62762,4.65799,0.20896,93.77581,0.09378,72.62902,5.55526,4.63535,655.03727,1876.23315,672.72423,139.29319,273.51981,39.29016,189305.1402,69.49,40.07697,3.25982,6.03878,272.91356,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-15,123.302,2.58942,4.58568,0.20944,92.25917,0.09293,72.08985,5.52865,4.63649,641.02092,1866.15063,665.89121,138.23431,272.58577,38.93577,189507.6153,69.56,40.38854,3.31306,6.01107,275.53543,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-16,122.017,2.5876,4.59151,0.20184,93.41702,0.0934,71.83315,5.63983,4.67763,635.52851,1867.12237,668.14772,137.77926,278.59286,39.36853,195615.4259,70.09,40.23366,3.25741,5.92831,274.17367,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-19,121.859,2.56269,4.52442,0.20381,92.982,0.0947,71.20872,5.58827,4.6802,631.48657,1858.11497,659.88686,137.34298,274.31994,38.57414,203253.4298,69.45,40.50706,3.19567,5.9573,272.85726,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-20,123.169,2.50139,4.56705,0.20965,93.26092,0.09952,72.25523,5.70449,4.8061,619.31179,1874.37684,664.59924,137.57449,275.19933,39.20813,198108.6451,70,40.40709,3.31544,6.0719,277.11183,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-21,122.31,2.41885,4.63525,0.21243,93.46987,0.10031,72.81426,5.62272,4.86722,619.63924,1854.62744,652.24208,135.47707,271.00472,37.38609,194755.2932,70.5,40.54425,3.3398,6.05027,274.45682,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-22,121.368,2.43836,4.65779,0.20933,92.49939,0.09895,73.54585,5.49412,4.88566,614.26525,1876.15436,649.81463,136.37513,273.09572,36.65764,196638.9348,71.48,41.04802,3.26772,5.95036,265.39397,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-23,123.167,2.53294,4.68869,0.21376,92.32281,0.10176,74.16571,5.46256,5.03994,628.38421,1898.35969,659.33035,138.20073,274.06781,37.25285,197534.7805,71.72,41.19032,3.24296,5.9749,268.253,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-26,121.88,2.41586,4.67138,0.20997,91.59364,0.10099,73.47379,5.30864,4.98678,619.98144,1884.69973,660.81309,141.48954,269.07895,37.50689,186260.3148,72.32,41.58546,3.23584,5.90796,266.26295,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-27,120.613,2.39349,4.46791,0.20772,90.74779,0.10103,72.86056,5.39397,5.04852,619.35186,1866.9801,652.22903,144.14407,264.20116,37.6179,179408.2035,72.14,41.38529,3.17427,5.97798,265.74467,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-28,119.126,2.41973,4.49412,0.20444,90.01398,0.10117,72.72182,5.35893,5.13483,595.92905,1816.32601,643.19257,143.88514,249.20608,35.88173,178558.2162,73.14,41.61697,3.18701,6.00617,264.52569,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-29,114.751,2.32161,4.40323,0.19334,87.46163,0.09744,71.08638,5.12687,4.96447,569.89355,1753.23108,631.12899,141.89087,249.75274,35.62128,172915.8982,72.87,41.39306,3.1432,5.97143,260.57425,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-04-30,112.197,2.28376,4.36079,0.18831,83.65225,0.09444,69.91251,5.03712,4.84665,556.85898,1734.96702,625.69091,140.9201,247.825,34.5346,176257.3709,72.14,41.39306,3.15407,5.77044,259.68385,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-05-03,112.366,2.31121,4.29711,0.18939,82.65694,0.0948,70.18206,5.06249,4.92318,563.64094,1776.01207,622.9151,136.50155,244.00302,34.67899,169944.1085,73.07,41.45945,3.16694,5.77812,262.24022,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-05-04,112.867,2.36541,4.30391,0.18762,85.06716,0.09361,69.33936,4.97744,4.89982,564.50812,1781.78205,620.58629,135.79828,247.10997,35.1704,174708.3834,73.11,40.8613,3.18379,5.62754,264.62246,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-05-05,112.153,2.31534,4.3053,0.18675,80.86932,0.09053,69.43441,4.95739,4.85733,566.13526,1739.90468,624.56241,134.8262,247.95793,35.62768,173771.5283,72.48,41.2304,3.18367,5.58791,258.83311,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2004-05-06,110.773,2.36687,4.38741,0.1812,81.92271,0.08917,69.35187,4.92418,4.83249,540.37555,1702.01836,612.44106,131.68169,245.84333,34.64715,164880.2455,71.9,41.60104,3.0839,5.59945,257.58129,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
